Timestamp,Machine,Voltage,Current,Power,Energy,PowerFactor,Frequency,Temperature,Status
2026-07-15T06:38:16.390033+00:00,Pump,414.73,5.0,2.86,484.65,0.917,50.17,53.34,Fault
2026-07-15T06:38:16.390128+00:00,SF900,413.58,8.26,5.73,188.35,0.94,49.99,50.65,Running
2026-07-15T06:38:16.390224+00:00,Crusher,417.87,5.26,2.96,247.46,0.974,50.06,48.44,Maintenance
2026-07-15T06:38:16.390317+00:00,Conveyor,415.91,13.64,8.72,424.5,0.952,49.89,49.97,Running
2026-07-15T06:38:22.470234+00:00,Knockout,416.36,10.52,6.37,406.6,0.977,50.03,52.34,Running
2026-07-15T06:38:22.470459+00:00,BC1,411.35,8.21,5.38,307.64,0.932,49.94,46.48,Running
2026-07-15T06:38:22.470611+00:00,BC2,414.79,12.04,8.12,153.77,0.95,50.1,53.9,Running
2026-07-15T06:38:22.470720+00:00,BC5,412.66,11.73,5.24,487.83,0.948,50.0,52.24,Running
2026-07-15T06:38:22.470828+00:00,Blower,411.3,5.51,2.06,143.37,0.943,49.93,41.3,Maintenance
2026-07-15T06:38:22.470926+00:00,Rotor,414.95,7.0,2.06,164.18,0.918,49.92,49.3,Fault
2026-07-15T06:38:22.471022+00:00,Pump,414.65,5.55,2.46,484.65,0.904,50.18,52.9,Fault
2026-07-15T06:38:22.471117+00:00,SF900,413.96,7.64,5.27,188.35,0.946,50.0,49.56,Running
2026-07-15T06:38:22.471213+00:00,Crusher,417.56,6.1,2.0,247.47,0.97,50.04,46.08,Maintenance
2026-07-15T06:38:22.471307+00:00,Conveyor,415.99,12.69,9.4,424.51,0.95,49.89,50.24,Running
2026-07-15T06:38:28.588078+00:00,Knockout,416.76,7.43,5.4,406.6,0.986,50.02,51.96,Idle
2026-07-15T06:38:28.588228+00:00,BC1,411.42,6.73,5.78,307.64,0.936,49.96,46.38,Running
2026-07-15T06:38:28.588363+00:00,BC2,413.32,12.78,8.7,153.77,0.953,50.1,55.08,Running
2026-07-15T06:38:28.588487+00:00,BC5,413.54,11.94,4.97,487.83,0.944,50.03,51.6,Running
2026-07-15T06:38:28.588583+00:00,Blower,411.53,7.68,2.43,143.37,0.94,49.96,42.75,Running
2026-07-15T06:38:28.588689+00:00,Rotor,415.19,5.58,2.0,164.18,0.926,49.93,50.03,Fault
2026-07-15T06:38:28.588785+00:00,Pump,414.29,6.86,2.46,484.65,0.903,50.17,53.46,Running
2026-07-15T06:38:28.588882+00:00,SF900,414.12,5.87,3.34,188.35,0.95,49.98,49.24,Idle
2026-07-15T06:38:28.589004+00:00,Crusher,417.07,5.0,2.11,247.47,0.972,50.03,44.76,Maintenance
2026-07-15T06:38:28.589100+00:00,Conveyor,414.37,13.61,10.13,424.51,0.952,49.9,50.11,Running
2026-07-15T06:38:34.679124+00:00,Knockout,416.8,9.79,5.39,406.6,0.987,50.01,50.13,Running
2026-07-15T06:38:34.679271+00:00,BC1,412.22,8.42,5.77,307.64,0.928,49.94,45.34,Running
2026-07-15T06:38:34.679398+00:00,BC2,413.73,13.24,8.14,153.78,0.946,50.11,55.2,Running
2026-07-15T06:38:34.679519+00:00,BC5,413.33,12.04,4.31,487.83,0.949,50.04,51.64,Running
2026-07-15T06:38:34.679651+00:00,Blower,412.22,7.17,3.84,143.38,0.932,49.97,41.95,Running
2026-07-15T06:38:34.679780+00:00,Rotor,414.69,7.0,2.0,164.18,0.924,49.94,51.07,Fault
2026-07-15T06:38:34.679922+00:00,Pump,413.9,8.42,4.13,484.65,0.903,50.16,52.23,Running
2026-07-15T06:38:34.680044+00:00,SF900,414.39,5.76,2.49,188.36,0.95,49.99,49.48,Idle
2026-07-15T06:38:34.680163+00:00,Crusher,417.22,5.0,2.0,247.47,0.96,50.03,46.21,Maintenance
2026-07-15T06:38:34.680295+00:00,Conveyor,415.07,14.62,9.68,424.52,0.952,49.91,48.67,Running
2026-07-15T06:38:40.762627+00:00,Knockout,416.23,11.62,5.74,406.6,0.981,50.03,49.57,Running
2026-07-15T06:38:40.762862+00:00,BC1,411.81,8.57,6.14,307.65,0.922,50.0,45.95,Running
2026-07-15T06:38:40.763005+00:00,BC2,413.25,14.07,7.89,153.78,0.942,50.12,54.49,Running
2026-07-15T06:38:40.763109+00:00,BC5,412.81,11.56,4.16,487.83,0.946,50.02,51.74,Running
2026-07-15T06:38:40.763205+00:00,Blower,411.88,7.83,4.59,143.38,0.939,49.97,41.52,Running
2026-07-15T06:38:40.763311+00:00,Rotor,414.38,5.42,2.57,164.18,0.93,49.94,52.5,Fault
2026-07-15T06:38:40.763406+00:00,Pump,414.34,10.07,4.29,484.66,0.913,50.17,51.95,Running
2026-07-15T06:38:40.763522+00:00,SF900,414.32,5.0,2.45,188.36,0.948,49.98,48.4,Idle
2026-07-15T06:38:40.763620+00:00,Crusher,417.47,5.0,2.58,247.47,0.957,50.05,45.72,Maintenance
2026-07-15T06:38:40.763713+00:00,Conveyor,415.0,16.77,9.95,424.52,0.949,49.91,48.69,Running
2026-07-15T06:38:46.855317+00:00,Knockout,415.5,12.29,4.7,406.61,0.984,50.05,49.19,Running
2026-07-15T06:38:46.855489+00:00,BC1,412.53,10.66,7.17,307.65,0.922,50.01,46.15,Running
2026-07-15T06:38:46.855638+00:00,BC2,413.87,16.41,8.05,153.78,0.94,50.1,53.19,Running
2026-07-15T06:38:46.855774+00:00,BC5,412.26,12.0,5.52,487.84,0.952,50.03,52.49,Running
2026-07-15T06:38:46.855895+00:00,Blower,412.95,8.63,7.05,143.38,0.953,49.97,41.81,Running
2026-07-15T06:38:46.856004+00:00,Rotor,414.48,5.19,2.81,164.18,0.936,49.93,51.45,Maintenance
2026-07-15T06:38:46.856100+00:00,Pump,414.54,12.9,6.23,484.66,0.911,50.16,51.94,Running
2026-07-15T06:38:46.856201+00:00,SF900,414.37,6.33,2.62,188.36,0.944,49.97,47.77,Idle
2026-07-15T06:38:46.856324+00:00,Crusher,417.03,5.48,3.1,247.47,0.951,50.02,45.55,Running
2026-07-15T06:38:46.856436+00:00,Conveyor,415.48,17.12,10.16,424.53,0.954,49.91,48.62,Running
2026-07-15T06:39:23.461547+00:00,Knockout,414.61,19.86,13.31,444.87,0.956,50.02,49.1,Running
2026-07-15T06:39:23.461784+00:00,BC1,415.02,19.05,14.57,226.22,0.96,49.99,49.39,Running
2026-07-15T06:39:23.461933+00:00,BC2,416.12,19.79,13.58,408.9,0.954,50.0,48.94,Running
2026-07-15T06:39:23.462032+00:00,BC5,415.08,18.76,15.17,344.1,0.953,50.0,49.09,Running
2026-07-15T06:39:23.462125+00:00,Blower,415.01,19.56,13.36,403.89,0.951,50.01,49.17,Running
2026-07-15T06:39:23.462214+00:00,Rotor,415.75,20.3,12.73,422.33,0.961,50.01,50.14,Running
2026-07-15T06:39:23.462300+00:00,Pump,414.87,19.55,13.27,200.55,0.941,49.99,49.68,Running
2026-07-15T06:39:23.462405+00:00,SF900,415.15,19.72,13.97,234.26,0.95,50.03,49.35,Running
2026-07-15T06:39:23.462488+00:00,Crusher,414.59,19.6,14.16,462.0,0.945,50.03,49.2,Running
2026-07-15T06:39:23.462571+00:00,Conveyor,414.51,19.65,15.0,219.2,0.941,50.03,50.15,Running
2026-07-15T06:39:25.562555+00:00,Knockout,414.3,19.57,13.48,444.87,0.952,50.04,48.98,Running
2026-07-15T06:39:25.562730+00:00,BC1,415.2,13.88,8.97,226.22,0.958,50.02,49.24,Idle
2026-07-15T06:39:25.562867+00:00,BC2,416.27,18.91,13.68,408.91,0.952,49.99,49.76,Running
2026-07-15T06:39:25.563021+00:00,BC5,414.64,19.43,14.6,344.11,0.95,50.04,49.39,Running
2026-07-15T06:39:25.563116+00:00,Blower,414.6,21.13,13.17,403.89,0.952,50.02,48.43,Running
2026-07-15T06:39:25.563209+00:00,Rotor,416.17,19.9,13.21,422.33,0.964,50.05,50.2,Running
2026-07-15T06:39:25.563300+00:00,Pump,414.67,18.5,14.57,200.56,0.945,49.99,49.43,Running
2026-07-15T06:39:25.563392+00:00,SF900,414.87,21.13,12.89,234.26,0.95,49.99,49.23,Running
2026-07-15T06:39:25.563505+00:00,Crusher,414.97,19.89,14.5,462.01,0.948,50.04,49.55,Running
2026-07-15T06:39:25.563601+00:00,Conveyor,414.21,20.37,14.52,219.21,0.945,50.02,50.11,Running
2026-07-15T06:39:27.757899+00:00,Knockout,413.84,19.78,13.05,444.88,0.959,50.07,49.87,Running
2026-07-15T06:39:27.758134+00:00,BC1,415.0,10.56,4.6,226.23,0.962,50.01,47.7,Idle
2026-07-15T06:39:27.758352+00:00,BC2,415.83,19.09,13.78,408.91,0.951,49.95,49.9,Running
2026-07-15T06:39:27.758526+00:00,BC5,414.1,18.93,15.53,344.12,0.946,50.02,50.65,Running
2026-07-15T06:39:27.758684+00:00,Blower,414.51,21.58,13.81,403.9,0.934,50.01,48.12,Running
2026-07-15T06:39:27.758800+00:00,Rotor,415.91,18.7,13.11,422.34,0.962,50.06,49.73,Running
2026-07-15T06:39:27.758885+00:00,Pump,414.33,18.56,15.15,200.56,0.946,50.0,50.47,Running
2026-07-15T06:39:27.758981+00:00,SF900,414.65,20.77,12.85,234.27,0.947,49.98,49.85,Running
2026-07-15T06:39:27.759081+00:00,Crusher,415.02,20.24,15.1,462.01,0.95,50.04,50.42,Running
2026-07-15T06:39:27.759163+00:00,Conveyor,414.05,19.97,15.06,219.21,0.941,50.01,49.25,Running
2026-07-15T06:39:29.987810+00:00,Knockout,414.17,5.98,2.07,444.88,0.958,50.07,49.93,Fault
2026-07-15T06:39:29.987916+00:00,BC1,416.01,5.39,2.0,226.23,0.956,50.03,47.09,Maintenance
2026-07-15T06:39:29.988004+00:00,BC2,416.18,19.06,14.69,408.92,0.948,49.93,49.89,Running
2026-07-15T06:39:29.988090+00:00,BC5,414.78,17.8,15.99,344.12,0.95,50.0,51.23,Running
2026-07-15T06:39:29.988180+00:00,Blower,414.41,5.0,2.0,403.9,0.936,50.02,47.39,Maintenance
2026-07-15T06:39:29.988268+00:00,Rotor,416.05,17.73,13.15,422.35,0.945,50.05,50.21,Running
2026-07-15T06:39:29.988351+00:00,Pump,414.41,17.42,15.05,200.57,0.942,49.99,50.06,Running
2026-07-15T06:39:29.988433+00:00,SF900,415.28,20.34,13.46,234.28,0.954,49.94,48.96,Running
2026-07-15T06:39:29.988515+00:00,Crusher,415.41,22.19,15.79,462.02,0.94,50.02,50.43,Running
2026-07-15T06:39:29.988598+00:00,Conveyor,413.87,20.51,14.79,219.22,0.94,50.04,50.71,Running
2026-07-15T06:39:32.233038+00:00,Knockout,415.25,5.08,3.14,444.88,0.957,50.06,50.21,Fault
2026-07-15T06:39:32.233202+00:00,BC1,416.38,6.41,2.52,226.23,0.951,50.03,46.91,Maintenance
2026-07-15T06:39:32.233332+00:00,BC2,416.16,20.23,15.56,408.93,0.949,49.92,49.65,Running
2026-07-15T06:39:32.233452+00:00,BC5,416.02,17.77,16.65,344.13,0.948,49.96,52.17,Running
2026-07-15T06:39:32.233573+00:00,Blower,414.37,5.0,3.15,403.91,0.936,50.03,47.32,Maintenance
2026-07-15T06:39:32.233690+00:00,Rotor,415.76,18.72,13.61,422.36,0.948,50.04,49.57,Running
2026-07-15T06:39:32.233809+00:00,Pump,414.43,11.94,10.27,200.58,0.942,50.0,51.91,Idle
2026-07-15T06:39:32.233924+00:00,SF900,415.94,20.22,13.49,234.29,0.953,49.92,49.06,Running
2026-07-15T06:39:32.234017+00:00,Crusher,415.37,21.54,16.7,462.03,0.937,50.04,51.91,Running
2026-07-15T06:39:32.234108+00:00,Conveyor,413.27,21.6,15.11,219.23,0.943,50.04,51.33,Running
2026-07-15T06:39:34.448511+00:00,Knockout,415.55,5.0,2.0,444.89,0.951,50.03,50.11,Fault
2026-07-15T06:39:34.448631+00:00,BC1,416.52,5.08,2.68,226.23,0.944,50.04,47.38,Maintenance
2026-07-15T06:39:34.448731+00:00,BC2,415.88,20.3,15.79,408.94,0.951,49.91,50.47,Running
2026-07-15T06:39:34.448828+00:00,BC5,415.77,17.79,16.67,344.14,0.943,49.95,52.75,Running
2026-07-15T06:39:34.448927+00:00,Blower,415.3,5.66,2.56,403.91,0.943,50.04,48.59,Maintenance
2026-07-15T06:39:34.449022+00:00,Rotor,415.41,19.09,12.79,422.36,0.948,50.03,50.77,Running
2026-07-15T06:39:34.449119+00:00,Pump,414.17,9.48,6.67,200.58,0.948,50.0,51.79,Idle
2026-07-15T06:39:34.449212+00:00,SF900,416.11,21.14,13.4,234.29,0.963,49.91,50.22,Running
2026-07-15T06:39:34.449306+00:00,Crusher,414.92,15.03,11.0,462.04,0.936,50.06,51.58,Idle
2026-07-15T06:39:34.449399+00:00,Conveyor,414.0,22.83,14.44,219.24,0.941,50.05,51.1,Running
2026-07-15T06:39:37.349005+00:00,Knockout,415.14,6.18,2.12,444.89,0.95,50.0,51.0,Fault
2026-07-15T06:39:37.349113+00:00,BC1,416.43,6.17,2.0,226.23,0.93,50.02,47.63,Fault
2026-07-15T06:39:37.349200+00:00,BC2,415.63,18.63,16.14,408.95,0.951,49.91,49.59,Running
2026-07-15T06:39:37.349291+00:00,BC5,415.56,18.56,15.43,344.15,0.945,49.94,52.82,Running
2026-07-15T06:39:37.349379+00:00,Blower,415.99,6.95,2.14,403.91,0.939,50.06,49.2,Maintenance
2026-07-15T06:39:37.349473+00:00,Rotor,414.81,17.93,12.3,422.37,0.947,50.04,50.48,Running
2026-07-15T06:39:37.349561+00:00,Pump,414.32,5.77,5.33,200.58,0.95,50.01,52.8,Idle
2026-07-15T06:39:37.349657+00:00,SF900,415.16,21.58,12.2,234.3,0.963,49.93,49.92,Running
2026-07-15T06:39:37.349759+00:00,Crusher,415.34,10.04,7.44,462.04,0.929,50.06,52.34,Idle
2026-07-15T06:39:37.349843+00:00,Conveyor,414.43,22.75,12.97,219.25,0.945,50.06,50.37,Running
2026-07-15T06:39:39.546670+00:00,Knockout,414.85,7.13,2.3,444.89,0.95,49.99,48.96,Fault
2026-07-15T06:39:39.546810+00:00,BC1,416.71,5.57,3.53,226.23,0.933,50.03,48.0,Maintenance
2026-07-15T06:39:39.546974+00:00,BC2,415.99,16.33,16.63,408.96,0.951,49.92,49.78,Running
2026-07-15T06:39:39.547128+00:00,BC5,415.29,17.86,13.78,344.16,0.946,49.93,53.0,Running
2026-07-15T06:39:39.547216+00:00,Blower,415.95,7.24,2.0,403.91,0.944,50.08,49.33,Running
2026-07-15T06:39:39.547310+00:00,Rotor,414.59,12.33,7.94,422.37,0.944,50.04,51.19,Idle
2026-07-15T06:39:39.547396+00:00,Pump,413.84,5.0,5.22,200.59,0.953,50.03,51.65,Idle
2026-07-15T06:39:39.547479+00:00,SF900,415.09,22.21,10.93,234.31,0.963,49.94,49.73,Running
2026-07-15T06:39:39.547579+00:00,Crusher,415.4,10.52,8.06,462.05,0.936,50.07,51.55,Running
2026-07-15T06:39:39.547660+00:00,Conveyor,414.27,23.57,13.37,219.25,0.945,50.08,51.49,Running
2026-07-15T06:39:41.831929+00:00,Knockout,414.89,5.0,2.03,444.89,0.937,50.01,48.42,Fault
2026-07-15T06:39:41.832061+00:00,BC1,416.88,6.5,3.3,226.23,0.93,49.99,47.88,Maintenance
2026-07-15T06:39:41.832175+00:00,BC2,415.91,15.19,17.07,408.97,0.947,49.95,49.61,Running
2026-07-15T06:39:41.832289+00:00,BC5,416.19,18.72,13.21,344.17,0.939,49.92,54.46,Running
2026-07-15T06:39:41.832397+00:00,Blower,416.2,8.04,4.63,403.91,0.95,50.06,49.11,Running
2026-07-15T06:39:41.832500+00:00,Rotor,414.58,12.76,9.04,422.38,0.948,50.08,50.89,Running
2026-07-15T06:39:41.832612+00:00,Pump,413.83,5.0,5.24,200.59,0.957,50.03,50.37,Idle
2026-07-15T06:39:41.832700+00:00,SF900,415.2,21.23,9.83,234.31,0.963,49.91,50.29,Running
2026-07-15T06:39:41.832779+00:00,Crusher,415.79,10.24,8.6,462.05,0.94,50.08,52.56,Running
2026-07-15T06:39:41.832858+00:00,Conveyor,414.62,23.61,12.58,219.26,0.947,50.09,52.36,Running
2026-07-15T06:39:44.039544+00:00,Knockout,414.79,5.87,3.12,444.89,0.931,50.0,48.41,Fault
2026-07-15T06:39:44.039709+00:00,BC1,417.24,5.9,3.59,226.24,0.924,49.96,47.83,Maintenance
2026-07-15T06:39:44.039832+00:00,BC2,416.58,15.88,16.9,408.98,0.944,49.95,49.48,Running
2026-07-15T06:39:44.039933+00:00,BC5,416.04,19.73,13.54,344.17,0.934,49.9,55.03,Running
2026-07-15T06:39:44.040028+00:00,Blower,416.55,6.95,4.47,403.91,0.955,50.05,48.5,Running
2026-07-15T06:39:44.040121+00:00,Rotor,414.68,13.2,8.87,422.38,0.95,50.03,51.1,Running
2026-07-15T06:39:44.040219+00:00,Pump,414.54,5.41,2.81,200.59,0.954,50.02,49.4,Idle
2026-07-15T06:39:44.040326+00:00,SF900,416.07,20.69,10.1,234.32,0.964,49.93,50.7,Running
2026-07-15T06:39:44.040421+00:00,Crusher,415.61,11.28,9.87,462.06,0.945,50.04,52.77,Running
2026-07-15T06:39:44.040513+00:00,Conveyor,414.64,24.28,12.76,219.27,0.944,50.1,51.37,Running
2026-07-15T06:39:46.309484+00:00,Knockout,414.37,6.87,2.34,444.89,0.932,50.03,48.42,Fault
2026-07-15T06:39:46.309612+00:00,BC1,417.15,5.0,3.05,226.24,0.917,49.98,48.59,Maintenance
2026-07-15T06:39:46.309716+00:00,BC2,416.83,15.71,15.98,408.98,0.94,49.97,50.37,Running
2026-07-15T06:39:46.309812+00:00,BC5,416.44,17.66,13.43,344.18,0.945,49.89,55.24,Running
2026-07-15T06:39:46.309907+00:00,Blower,416.36,8.61,3.83,403.92,0.949,50.04,48.9,Running
2026-07-15T06:39:46.310002+00:00,Rotor,414.84,13.88,10.09,422.39,0.953,50.02,51.12,Running
2026-07-15T06:39:46.310107+00:00,Pump,415.51,5.87,2.64,200.59,0.95,50.0,49.19,Idle
2026-07-15T06:39:46.310202+00:00,SF900,415.81,20.13,9.63,234.32,0.964,49.95,51.41,Running
2026-07-15T06:39:46.310297+00:00,Crusher,415.0,11.87,11.26,462.06,0.949,50.02,51.77,Running
2026-07-15T06:39:46.310391+00:00,Conveyor,414.29,24.14,11.91,219.27,0.946,50.1,53.14,Running
2026-07-15T06:39:48.498197+00:00,Knockout,413.86,5.2,2.0,444.89,0.927,50.0,47.86,Fault
2026-07-15T06:39:48.498328+00:00,BC1,416.76,5.25,2.26,226.24,0.919,50.01,48.32,Maintenance
2026-07-15T06:39:48.498437+00:00,BC2,416.5,15.06,16.22,408.99,0.935,49.97,51.41,Running
2026-07-15T06:39:48.498542+00:00,BC5,415.57,18.33,14.25,344.19,0.946,49.91,54.18,Running
2026-07-15T06:39:48.498629+00:00,Blower,416.6,9.38,5.95,403.92,0.95,50.02,47.47,Running
2026-07-15T06:39:48.498709+00:00,Rotor,414.82,12.73,8.78,422.4,0.949,50.01,50.89,Running
2026-07-15T06:39:48.498789+00:00,Pump,415.89,7.67,3.26,200.6,0.95,50.01,49.28,Running
2026-07-15T06:39:48.498867+00:00,SF900,415.63,21.1,10.3,234.33,0.966,49.92,50.94,Running
2026-07-15T06:39:48.498946+00:00,Crusher,415.83,12.51,11.65,462.07,0.945,50.02,50.99,Running
2026-07-15T06:39:48.499025+00:00,Conveyor,414.25,22.63,11.22,219.28,0.952,50.06,52.79,Running
2026-07-15T06:39:50.699770+00:00,Knockout,414.31,5.34,2.0,444.89,0.934,49.99,47.52,Idle
2026-07-15T06:39:50.699952+00:00,BC1,416.06,5.04,3.29,226.24,0.913,50.02,47.61,Maintenance
2026-07-15T06:39:50.700070+00:00,BC2,416.19,14.98,16.57,409.0,0.937,49.95,50.37,Running
2026-07-15T06:39:50.700164+00:00,BC5,415.53,18.77,14.34,344.2,0.954,49.91,53.52,Running
2026-07-15T06:39:50.700259+00:00,Blower,417.19,9.39,6.65,403.92,0.949,50.04,47.25,Running
2026-07-15T06:39:50.700350+00:00,Rotor,415.18,12.29,10.9,422.4,0.95,49.98,50.58,Running
2026-07-15T06:39:50.700445+00:00,Pump,415.56,5.16,2.0,200.6,0.954,49.99,48.87,Maintenance
2026-07-15T06:39:50.700536+00:00,SF900,415.39,21.06,9.9,234.34,0.966,49.92,50.16,Running
2026-07-15T06:39:50.700626+00:00,Crusher,416.15,13.85,11.83,462.08,0.94,50.02,51.02,Running
2026-07-15T06:39:50.700717+00:00,Conveyor,414.81,23.58,11.79,219.29,0.953,50.04,53.66,Running
2026-07-15T06:39:52.886580+00:00,Knockout,414.32,5.0,3.93,444.9,0.934,50.0,47.14,Maintenance
2026-07-15T06:39:52.886692+00:00,BC1,416.19,6.28,2.98,226.24,0.901,50.0,46.55,Maintenance
2026-07-15T06:39:52.886811+00:00,BC2,415.88,11.01,12.09,409.01,0.944,49.94,51.02,Idle
2026-07-15T06:39:52.886896+00:00,BC5,415.8,19.53,13.67,344.2,0.954,49.92,53.71,Running
2026-07-15T06:39:52.886976+00:00,Blower,417.5,8.92,7.74,403.93,0.945,50.07,47.4,Running
2026-07-15T06:39:52.887056+00:00,Rotor,414.79,13.9,11.48,422.41,0.948,50.01,50.55,Running
2026-07-15T06:39:52.887143+00:00,Pump,414.81,5.56,2.56,200.6,0.948,49.99,48.77,Maintenance
2026-07-15T06:39:52.887224+00:00,SF900,415.72,20.78,9.02,234.34,0.97,49.92,49.35,Running
2026-07-15T06:39:52.887303+00:00,Crusher,415.71,13.34,12.23,462.08,0.941,50.02,50.34,Running
2026-07-15T06:39:52.887382+00:00,Conveyor,415.14,22.96,12.25,219.29,0.954,50.02,54.61,Running
2026-07-15T06:39:55.115483+00:00,Knockout,413.55,6.5,2.35,444.9,0.929,49.99,45.61,Maintenance
2026-07-15T06:39:55.115652+00:00,BC1,415.79,6.17,2.61,226.24,0.9,50.0,45.99,Maintenance
2026-07-15T06:39:55.115870+00:00,BC2,415.8,10.93,13.67,409.02,0.938,49.95,51.88,Running
2026-07-15T06:39:55.116023+00:00,BC5,416.27,11.88,9.1,344.21,0.948,49.91,53.03,Idle
2026-07-15T06:39:55.116204+00:00,Blower,416.89,5.0,5.24,403.93,0.936,50.08,47.21,Idle
2026-07-15T06:39:55.116360+00:00,Rotor,414.45,14.4,11.4,422.41,0.942,49.99,50.61,Running
2026-07-15T06:39:55.116544+00:00,Pump,414.94,6.16,3.24,200.6,0.953,49.99,48.23,Maintenance
2026-07-15T06:39:55.116712+00:00,SF900,415.95,21.19,8.26,234.34,0.971,49.93,48.72,Running
2026-07-15T06:39:55.116875+00:00,Crusher,416.29,13.65,13.85,462.09,0.94,50.04,51.0,Running
2026-07-15T06:39:55.117068+00:00,Conveyor,415.06,24.23,12.29,219.3,0.948,49.99,54.55,Running
2026-07-15T06:39:57.351742+00:00,Knockout,413.87,7.59,2.03,444.9,0.926,49.99,45.96,Running
2026-07-15T06:39:57.351901+00:00,BC1,415.33,5.77,2.1,226.25,0.9,50.05,45.38,Maintenance
2026-07-15T06:39:57.352037+00:00,BC2,415.54,12.61,14.53,409.02,0.936,49.93,51.99,Running
2026-07-15T06:39:57.352190+00:00,BC5,415.65,5.0,2.0,344.21,0.948,49.92,53.34,Maintenance
2026-07-15T06:39:57.352352+00:00,Blower,416.94,5.0,2.67,403.93,0.933,50.06,46.68,Idle
2026-07-15T06:39:57.352482+00:00,Rotor,414.49,14.43,11.89,422.42,0.942,49.98,49.55,Running
2026-07-15T06:39:57.352608+00:00,Pump,414.48,5.53,3.35,200.6,0.948,49.98,47.48,Running
2026-07-15T06:39:57.352756+00:00,SF900,415.6,22.16,6.83,234.35,0.964,49.96,50.12,Running
2026-07-15T06:39:57.352853+00:00,Crusher,415.91,12.12,14.37,462.1,0.939,50.06,50.48,Running
2026-07-15T06:39:57.352946+00:00,Conveyor,415.06,21.93,10.88,219.31,0.95,50.0,55.59,Running
2026-07-15T06:39:59.608727+00:00,Knockout,413.4,8.28,2.99,444.9,0.926,50.0,45.35,Running
2026-07-15T06:39:59.608896+00:00,BC1,415.59,6.55,3.52,226.25,0.9,50.05,44.16,Maintenance
2026-07-15T06:39:59.609021+00:00,BC2,415.11,12.58,13.98,409.03,0.938,49.94,51.34,Running
2026-07-15T06:39:59.609136+00:00,BC5,415.74,5.47,2.35,344.21,0.952,49.89,52.8,Maintenance
2026-07-15T06:39:59.609230+00:00,Blower,416.46,7.5,2.0,403.93,0.936,50.04,46.79,Running
2026-07-15T06:39:59.609323+00:00,Rotor,414.9,15.0,11.83,422.43,0.949,49.98,49.65,Running
2026-07-15T06:39:59.609416+00:00,Pump,414.36,6.05,4.0,200.6,0.952,49.99,47.65,Running
2026-07-15T06:39:59.609527+00:00,SF900,415.68,19.84,8.25,234.35,0.961,49.94,51.39,Running
2026-07-15T06:39:59.609626+00:00,Crusher,415.94,12.77,13.69,462.11,0.937,50.04,49.53,Running
2026-07-15T06:39:59.609720+00:00,Conveyor,415.23,21.03,11.55,219.31,0.951,50.01,55.82,Running
2026-07-15T06:40:01.799094+00:00,Knockout,412.89,9.11,2.34,444.9,0.927,50.0,45.8,Running
2026-07-15T06:40:01.799244+00:00,BC1,415.62,7.02,3.51,226.25,0.902,50.07,44.66,Running
2026-07-15T06:40:01.799397+00:00,BC2,414.78,12.8,14.19,409.04,0.946,49.92,53.35,Running
2026-07-15T06:40:01.799488+00:00,BC5,415.83,5.0,3.81,344.21,0.948,49.92,53.87,Maintenance
2026-07-15T06:40:01.799568+00:00,Blower,416.05,7.81,3.23,403.93,0.952,50.05,47.74,Running
2026-07-15T06:40:01.799647+00:00,Rotor,415.12,15.94,11.74,422.43,0.951,49.98,49.71,Running
2026-07-15T06:40:01.799730+00:00,Pump,414.59,6.81,4.56,200.61,0.955,50.03,47.37,Running
2026-07-15T06:40:01.799812+00:00,SF900,416.06,19.44,7.75,234.36,0.958,49.96,52.82,Running
2026-07-15T06:40:01.799889+00:00,Crusher,415.5,12.07,13.13,462.11,0.943,50.05,49.59,Running
2026-07-15T06:40:01.799966+00:00,Conveyor,415.36,20.7,12.23,219.32,0.948,50.0,55.98,Running
2026-07-15T06:40:04.179763+00:00,Knockout,413.51,9.93,4.41,444.9,0.928,50.01,46.88,Running
2026-07-15T06:40:04.180309+00:00,BC1,416.74,8.7,4.11,226.25,0.911,50.06,44.28,Running
2026-07-15T06:40:04.180409+00:00,BC2,414.56,15.69,13.12,409.05,0.948,49.92,54.36,Running
2026-07-15T06:40:04.180516+00:00,BC5,415.75,6.3,2.22,344.22,0.943,49.96,53.18,Maintenance
2026-07-15T06:40:04.180599+00:00,Blower,416.07,7.18,4.44,403.94,0.95,50.07,47.36,Running
2026-07-15T06:40:04.180681+00:00,Rotor,415.01,15.2,12.87,422.44,0.951,49.99,50.49,Running
2026-07-15T06:40:04.180829+00:00,Pump,413.71,6.07,5.71,200.61,0.951,50.02,47.81,Running
2026-07-15T06:40:04.180914+00:00,SF900,415.57,19.62,7.27,234.36,0.96,49.93,53.07,Running
2026-07-15T06:40:04.180993+00:00,Crusher,415.39,11.98,14.94,462.12,0.943,50.04,49.06,Running
2026-07-15T06:40:04.181074+00:00,Conveyor,414.58,20.77,12.6,219.33,0.948,50.0,55.65,Running
2026-07-15T06:40:06.431097+00:00,Knockout,413.96,11.82,3.77,444.91,0.938,50.05,48.24,Running
2026-07-15T06:40:06.431248+00:00,BC1,417.24,10.58,4.84,226.25,0.922,50.08,45.02,Running
2026-07-15T06:40:06.431376+00:00,BC2,415.18,15.41,13.09,409.06,0.952,49.93,53.45,Running
2026-07-15T06:40:06.431484+00:00,BC5,416.18,5.87,2.54,344.22,0.944,49.98,52.8,Maintenance
